Date,Day,O,H,L,C,PC,HL,BR,CO,AbsCO,Gap,AbsGap,FII,DII,Net
12-May-23,Friday,43447.15,43905.95,43347.75,43793.55,43475.3,1.29,0.62,0.80,0.80,-0.06,0.06,1014.06,-922.19,91.87
11-May-23,Thursday,43535.1,43774.25,43367.25,43475.3,43331.05,0.94,0.15,-0.14,0.14,0.47,0.47,837.2,-200.09,637.11
10-May-23,Wednesday,43275.25,43383.65,42822.15,43331.05,43198.15,1.31,0.10,0.13,0.13,0.18,0.18,1833.1,-789.7,1043.4
09-May-23,Tuesday,43438.55,43533.25,43125.85,43198.15,43284,0.94,0.59,-0.55,0.55,0.36,0.36,1942.2,404.8,2347
08-May-23,Monday,42796.85,43418.55,42780.3,43284,42661.2,1.49,0.76,1.14,1.14,0.32,0.32,2123.76,245.27,2369.03
05-May-23,Friday,43110.65,43588,42582.2,42661.2,43685.45,2.36,0.45,-1.04,1.04,-1.32,1.32,777.68,-2198.77,-1421.09
04-May-23,Thursday,43236.1,43739.8,43213.95,43685.45,43312.7,1.22,0.85,1.04,1.04,-0.18,0.18,1414.73,441.56,1856.29
03-May-23,Wednesday,43154.85,43354.95,43078.15,43312.7,43352.1,0.64,0.57,0.37,0.37,-0.45,0.45,1338,-583.99,754.01
02-May-23,Tuesday,43395.05,43483.85,43269.4,43352.1,43233.9,0.50,0.20,-0.10,0.10,0.37,0.37,"1,997.40",-394.1,"1,603.30"
28-Apr-23,Friday,43045.5,43302.05,42810.35,43233.9,43000.85,1.15,0.38,0.44,0.44,0.10,0.10,3304.32,264.27,3568.59
27-Apr-23,Thursday,42753.9,43043.4,42736.6,43000.85,42829.9,0.72,0.80,0.58,0.58,-0.18,0.18,1652.95,97.07,1750.02
26-Apr-23,Wednesday,42559.05,42875.6,42432.25,42829.9,42678.5,1.04,0.61,0.64,0.64,-0.28,0.28,1257.48,-227.88,1029.6
25-Apr-23,Tuesday,42731.6,42865.55,42601.5,42678.5,42635.75,0.62,0.20,-0.12,0.12,0.22,0.22,-407.35,563.61,156.26
24-Apr-23,Monday,42469.95,42714.15,42269.1,42635.75,42118,1.05,0.37,0.39,0.39,0.84,0.84,-412.27,1177.18,764.91
21-Apr-23,Friday,42252.55,42382.15,41962.35,42118,42269.5,1.00,0.32,-0.32,0.32,-0.04,0.04,-2116.76,1632.66,-484.1
20-Apr-23,Thursday,42218.5,42378.15,42108.85,42269.5,42154,0.64,0.19,0.12,0.12,0.15,0.15,-1169.32,832.72,-336.6
19-Apr-23,Wednesday,42280.1,42339.9,42022.15,42154,42265.2,0.76,0.40,-0.30,0.30,0.04,0.04,-13.17,-110.42,-123.59
18-Apr-23,Tuesday,42406.95,42500.7,42114.35,42265.2,42262.55,0.92,0.37,-0.33,0.33,0.34,0.34,-810.6,401.66,-408.94
17-Apr-23,Monday,42603.55,42603.55,41799,42262.55,42132.55,1.92,0.42,-0.80,0.80,1.12,1.12,-533.2,269.65,-263.55
13-Apr-23,Thursday,41680.1,42196.2,41502.65,42132.55,41557.95,1.67,0.65,1.09,1.09,0.29,0.29,221.85,-273.68,-51.83
12-Apr-23,Wednesday,41426,41610.15,41332,41557.95,41366.5,0.67,0.47,0.32,0.32,0.14,0.14,1907.95,-225.22,1682.73
11-Apr-23,Tuesday,41232,41403.25,40990.2,41366.5,40834.65,1.01,0.33,0.33,0.33,0.97,0.97,342.84,-264.02,78.82
10-Apr-23,Monday,41116.15,41139.85,40727.25,40834.65,41041,1.01,0.68,-0.68,0.68,0.18,0.18,882.52,351.5,1234.02
06-Apr-23,Thursday,40940.7,41274.7,40820.55,41041,40999.15,1.11,0.22,0.24,0.24,-0.14,0.14,475.81,-997.08,-521.27
05-Apr-23,Wednesday,40972.3,41071.15,40802.65,40999.15,40813.05,0.66,0.10,0.07,0.07,0.39,0.39,806.82,-947.21,-140.39
03-Apr-23,Monday,40695.8,40857.6,40535.9,40813.05,40608.65,0.79,0.36,0.29,0.29,0.21,0.21,321.93,-328.24,-6.31
31-Mar-23,Friday,40231.25,40690.4,40180.2,40608.65,39910.15,1.27,0.74,0.94,0.94,0.80,0.80,357.86,2479.96,2837.82
29-Mar-23,Wednesday,39611.55,40055,39609.55,39910.15,39567.9,1.12,0.67,0.75,0.75,0.11,0.11,1245.39,822.99,2068.38
28-Mar-23,Tuesday,39545.05,39645.2,39326.1,39567.9,39431.3,0.81,0.07,0.06,0.06,0.29,0.29,1531.13,-156.11,1375.02
27-Mar-23,Monday,39484.7,39695.2,39273.75,39431.3,39395.35,1.07,0.13,-0.14,0.14,0.23,0.23,-890.64,1808.94,918.3
24-Mar-23,Friday,39555.25,39767.9,39294.9,39395.35,39616.9,1.20,0.34,-0.40,0.40,-0.16,0.16,-1720.44,2555.53,835.09
23-Mar-23,Thursday,39836.15,40201.6,39552.5,39616.9,39999.05,1.64,0.34,-0.55,0.55,-0.41,0.41,-995.01,1668.85,673.84
22-Mar-23,Wednesday,40036,40085.6,39837.8,39999.05,39894.7,0.62,0.15,-0.09,0.09,0.35,0.35,61.72,383.51,445.23
21-Mar-23,Tuesday,39599.65,39970.9,39366.3,39894.7,39361.95,1.54,0.49,0.75,0.75,0.60,0.60,-1454.63,1946.06,491.43
20-Mar-23,Monday,39512.1,39512.1,38941.9,39361.95,39598.1,1.46,0.26,-0.38,0.38,-0.22,0.22,-2545.87,2876.64,330.77
17-Mar-23,Friday,39442.4,39705.15,38926.8,39598.1,39132.6,2.00,0.20,0.39,0.39,0.79,0.79,-1766.53,1817.14,50.61
16-Mar-23,Thursday,39061.7,39381.4,38613.15,39132.6,39051.5,1.99,0.09,0.18,0.18,0.03,0.03,-282.06,2051.45,1769.39
15-Mar-23,Wednesday,39777.9,39914.1,38934.65,39051.5,39411.4,2.52,0.74,-1.83,1.83,0.93,0.93,-1271.25,1823.94,552.69
14-Mar-23,Tuesday,39522.4,39768.5,39132.6,39411.4,39564.7,1.62,0.17,-0.28,0.28,-0.11,0.11,-3086.96,2121.94,-965.02
13-Mar-23,Monday,40356.1,40690.05,39454.6,39564.7,40485.45,3.13,0.64,-1.96,1.96,-0.32,0.32,-1546.86,1418.58,-128.28
10-Mar-23,Friday,40805.25,40839,40341.7,40485.45,41256.75,1.23,0.64,-0.78,0.78,-1.09,1.09,-2061.47,1350.13,-711.34
09-Mar-23,Thursday,41532.65,41659,41208.1,41256.75,41577.1,1.09,0.61,-0.66,0.66,-0.11,0.11,-561.78,42.41,-519.37
08-Mar-23,Wednesday,41178.35,41625.35,41100.35,41577.1,41350.4,1.28,0.76,0.97,0.97,-0.42,0.42,3671.56,-937.8,2733.76
06-Mar-23,Monday,41418.4,41671.2,41259.15,41350.4,41251.35,1.00,0.17,-0.16,0.16,0.40,0.40,721.37,757.23,1478.6
03-Mar-23,Friday,40671.4,41390.15,40605.35,41251.35,40389.8,1.93,0.74,1.43,1.43,0.70,0.70,246.24,2089.92,2336.16
02-Mar-23,Thursday,40604.55,40773.25,40312.9,40389.8,40698.15,1.14,0.47,-0.53,0.53,-0.23,0.23,12770.81,2128.8,14899.61
01-Mar-23,Wednesday,40473.85,40725.35,40341.95,40698.15,40269.05,0.95,0.59,0.55,0.55,0.51,0.51,-424.88,1498.66,1073.78
28-Feb-23,Tuesday,40302.7,40391.45,40073,40269.05,40307.1,0.79,0.11,-0.08,0.08,-0.01,0.01,-4559.21,4609.87,50.66
27-Feb-23,Monday,39820.4,40371.45,39745.4,40307.1,39909.4,1.58,0.78,1.22,1.22,-0.22,0.22,-2022.52,2231.66,209.14
24-Feb-23,Friday,40259.1,40348.1,39818.9,39909.4,40001.55,1.33,0.66,-0.87,0.87,0.64,0.64,-1470.34,1400.98,-69.36
23-Feb-23,Thursday,39983.7,40147.8,39600.25,40001.55,39995.9,1.38,0.03,0.04,0.04,-0.03,0.03,-1417.24,1586.06,168.82
22-Feb-23,Wednesday,40494.15,40529.25,39899,39995.9,40673.6,1.58,0.79,-1.23,1.23,-0.44,0.44,-579.82,371.56,-208.26
21-Feb-23,Tuesday,40784.9,40946.2,40508.25,40673.6,40701.7,1.08,0.25,-0.27,0.27,0.20,0.20,525.8,-235.23,290.57
20-Feb-23,Monday,41221.55,41292.6,40580.1,40701.7,41131.75,1.76,0.73,-1.26,1.26,0.22,0.22,-158.95,86.23,-72.72
17-Feb-23,Friday,41514,41516.3,40882.7,41131.75,41631.35,1.55,0.60,-0.92,0.92,-0.28,0.28,-624.61,-85.29,-709.9
16-Feb-23,Thursday,41925.7,41979.1,41521.95,41631.35,41731.05,1.10,0.64,-0.70,0.70,0.47,0.47,1570.62,1577.27,3147.89
15-Feb-23,Wednesday,41674.6,41795.45,41455.6,41731.05,41648.35,0.82,0.17,0.14,0.14,0.06,0.06,432.15,516.64,948.79
14-Feb-23,Tuesday,41410.45,41718,41195.75,41648.35,41282.2,1.27,0.46,0.57,0.57,0.31,0.31,1305.3,204.79,1510.09
13-Feb-23,Monday,41563.5,41662.55,41157.9,41282.2,41559.4,1.23,0.56,-0.68,0.68,0.01,0.01,1322.39,521.69,1844.08
10-Feb-23,Friday,41452.4,41678.9,41424.9,41559.4,41554.3,0.61,0.42,0.26,0.26,-0.25,0.25,1458.02,-291.34,1166.68
09-Feb-23,Thursday,41634,41634,41252.95,41554.3,41537.65,0.92,0.21,-0.19,0.19,0.23,0.23,-144.73,-205.25,-349.98
08-Feb-23,Wednesday,41542.05,41791.95,41403.05,41537.65,41490.95,0.94,0.01,-0.01,0.01,0.12,0.12,-736.82,941.16,204.34
07-Feb-23,Tuesday,41513.1,41630.75,41095.1,41490.95,41374.65,1.30,0.04,-0.05,0.05,0.33,0.33,-2559.96,639.82,-1920.14
06-Feb-23,Monday,41530.15,41724.5,41261.2,41374.65,41499.7,1.12,0.34,-0.37,0.37,0.07,0.07,-1218.14,1203.09,-15.05
03-Feb-23,Friday,41019.35,41539.95,40609.75,41499.7,40669.3,2.29,0.52,1.17,1.17,0.86,0.86,-932.44,1264.74,332.3
02-Feb-23,Thursday,39943.35,40757.6,39761.45,40669.3,40513,2.51,0.73,1.82,1.82,-1.41,1.41,-3065.35,2371.36,-693.99
01-Feb-23,Wednesday,41115,42015.65,39490.5,40513,40655.05,6.39,0.24,-1.46,1.46,1.13,1.13,1785.21,529.47,2314.68
31-Jan-23,Tuesday,40563.85,40811.65,40167.7,40655.05,40387.45,1.60,0.14,0.22,0.22,0.44,0.44,-5439.64,4506.31,-933.33
30-Jan-23,Monday,39856.15,40789.55,39419.8,40387.45,40345.3,3.47,0.39,1.33,1.33,-1.21,1.21,-6792.8,5512.63,-1280.17
27-Jan-23,Friday,41382.35,41417.9,40148.8,40345.3,41647.65,3.16,0.82,-2.51,2.51,-0.64,0.64,-5977.86,4252.33,-1725.53
25-Jan-23,Wednesday,42703.6,42733.05,41540.3,41647.65,42733.45,2.87,0.89,-2.47,2.47,-0.07,0.07,-2393.94,1378.49,-1015.45
24-Jan-23,Tuesday,42994.45,43078.9,42615.65,42733.45,42821.25,1.09,0.56,-0.61,0.61,0.40,0.40,-760.51,1144.75,384.24
23-Jan-23,Monday,42891.45,43005.85,42727.7,42821.25,42506.8,0.65,0.25,-0.16,0.16,0.90,0.90,-219.87,434.96,215.09
20-Jan-23,Friday,42516.05,42709.2,42366.15,42506.8,42328.85,0.81,0.03,-0.02,0.02,0.44,0.44,-2002.25,1509.95,-492.3
19-Jan-23,Thursday,42416.3,42506.25,42234.9,42328.85,42458,0.64,0.32,-0.21,0.21,-0.10,0.10,399.98,-128.96,271.02
18-Jan-23,Wednesday,42271.8,42555.9,42119.65,42458,42235.05,1.04,0.43,0.44,0.44,0.09,0.09,-319.3,1226,906.7
17-Jan-23,Tuesday,42241.2,42383.8,41861.1,42235.05,42167.55,1.25,0.01,-0.01,0.01,0.17,0.17,211.1,90.8,301.9
16-Jan-23,Monday,42622.5,42715.65,42066.55,42167.55,42371.25,1.54,0.70,-1.07,1.07,0.59,0.59,-750.59,685.96,-64.63
13-Jan-23,Friday,42171.25,42453.95,41885.6,42371.25,42082.25,1.36,0.35,0.47,0.47,0.21,0.21,-2422.39,1953.4,-468.99
12-Jan-23,Thursday,42238.5,42343.5,41742.95,42082.25,42232.7,1.44,0.26,-0.37,0.37,0.01,0.01,-1662.63,2127.65,465.02
11-Jan-23,Wednesday,42071.85,42318,41729,42232.7,42014.75,1.41,0.27,0.38,0.38,0.14,0.14,-3208.15,2430.62,-777.53
10-Jan-23,Tuesday,42642,42674.25,41835.75,42014.75,42582.75,2.00,0.75,-1.47,1.47,0.14,0.14,-2109.34,1806.62,-302.72
09-Jan-23,Monday,42404.85,42716.8,42186.55,42582.75,42188.8,1.26,0.34,0.42,0.42,0.51,0.51,-203.13,1723.79,1520.66
06-Jan-23,Friday,42649.7,42685.9,41877,42188.8,42608.7,1.93,0.57,-1.08,1.08,0.10,0.10,-2902.46,1083.17,-1819.29
05-Jan-23,Thursday,43073.05,43137.55,42298.6,42608.7,42958.8,1.98,0.55,-1.08,1.08,0.27,0.27,-1449.45,-194.09,-1643.54
04-Jan-23,Wednesday,43417.5,43578.4,42858.65,42958.8,43425.25,1.68,0.64,-1.06,1.06,-0.02,0.02,-1043.57,-42.21,-1085.78
03-Jan-23,Tuesday,43151.45,43482.8,43148.45,43425.25,43203.1,0.77,0.82,0.63,0.63,-0.12,0.12,-628.07,350.57,-277.5
02-Jan-23,Monday,43038.25,43382.75,42961.75,43203.1,42986.45,0.98,0.39,0.38,0.38,0.12,0.12,-212.57,743.35,530.78
30-Dec-22,Friday,43401.7,43422.95,42833.1,42986.45,43252.35,1.38,0.70,-0.96,0.96,0.35,0.35,-2950.89,2266.2,-684.69
29-Dec-22,Thursday,42684.9,43498.05,42489.8,43252.35,42827.7,2.37,0.56,1.33,1.33,-0.33,0.33,-572.78,515.83,-56.95
28-Dec-22,Wednesday,42733.6,43034.95,42694.85,42827.7,42859.5,0.80,0.28,0.22,0.22,-0.29,0.29,-872.59,372.87,-499.72
27-Dec-22,Tuesday,42827.75,42927.2,42394.15,42859.5,42630.15,1.26,0.06,0.07,0.07,0.46,0.46,-867.65,621.81,-245.84
26-Dec-22,Monday,41716.35,42846.15,41569.45,42630.15,41668.05,3.07,0.72,2.19,2.19,0.12,0.12,-497.65,1285.74,788.09
23-Dec-22,Friday,41951.35,42226.65,41597.65,41668.05,42408.8,1.51,0.45,-0.68,0.68,-1.08,1.08,-706.84,3398.98,2692.14
22-Dec-22,Thursday,42864,42933.5,42231.35,42408.8,42617.95,1.66,0.65,-1.06,1.06,0.58,0.58,928.63,2206.59,3135.22
21-Dec-22,Wednesday,43525.75,43614.65,42363.8,42617.95,43359.5,2.95,0.73,-2.09,2.09,0.38,0.38,-1119.11,1757.37,638.26
20-Dec-22,Tuesday,43152.65,43426.2,42955.4,43359.5,43413.75,1.10,0.44,0.48,0.48,-0.60,0.60,455.94,494.74,950.68
19-Dec-22,Monday,43346.35,43451.45,43110.3,43413.75,43219.5,0.79,0.20,0.16,0.16,0.29,0.29,-538.1,687.38,149.28
16-Dec-22,Friday,43261.75,43598.2,43080.55,43219.5,43498.2,1.20,0.08,-0.10,0.10,-0.54,0.54,-1975.44,1542.5,-432.94
15-Dec-22,Thursday,43940.1,44120.6,43379.1,43498.2,44049.1,1.71,0.60,-1.01,1.01,-0.25,0.25,-710.74,260.92,-449.82
14-Dec-22,Wednesday,44078.6,44151.8,43987.95,44049.1,43946.55,0.37,0.18,-0.07,0.07,0.30,0.30,372.16,926.45,1298.61
13-Dec-22,Tuesday,43793.7,43983.8,43767.75,43946.55,43708.75,0.49,0.71,0.35,0.35,0.19,0.19,619.92,36.75,656.67
12-Dec-22,Monday,43455.85,43767.05,43378.8,43708.75,43633.45,0.90,0.65,0.58,0.58,-0.41,0.41,-138.81,695.6,556.79
09-Dec-22,Friday,43765.3,43853.4,43361.7,43633.45,43596.85,1.13,0.27,-0.30,0.30,0.39,0.39,-158.01,501.63,343.62
08-Dec-22,Thursday,43142.25,43640.9,43095.3,43596.85,43098.7,1.27,0.83,1.05,1.05,0.10,0.10,-1131.67,772.29,-359.38
07-Dec-22,Wednesday,43157.35,43327.35,42948.45,43098.7,43138.55,0.88,0.15,-0.14,0.14,0.04,0.04,-1241.87,388.85,-853.02
06-Dec-22,Tuesday,43093.9,43306.85,43076.4,43138.55,43332.95,0.53,0.19,0.10,0.10,-0.55,0.55,-635.35,-558.67,-1194.02
05-Dec-22,Monday,43269.35,43372.15,42985,43332.95,43103.75,0.90,0.16,0.15,0.15,0.38,0.38,-1139.07,2607.98,1468.91
02-Dec-22,Friday,42976.7,43131.9,42937.8,43103.75,43260.65,0.45,0.65,0.30,0.30,-0.66,0.66,214.76,712.34,927.1
01-Dec-22,Thursday,43512.1,43515.05,43101.85,43260.65,43231,0.96,0.61,-0.58,0.58,0.65,0.65,-1565.93,2664.98,1099.05
30-Nov-22,Wednesday,43122.75,43332.3,42880.05,43231,43053.45,1.05,0.24,0.25,0.25,0.16,0.16,9010.41,-4056.4,4954.01
29-Nov-22,Tuesday,42959.4,43279.6,42959.4,43053.45,43020.45,0.75,0.29,0.22,0.22,-0.14,0.14,1241.57,-744.42,497.15
28-Nov-22,Monday,42757.2,43159.8,42740,43020.45,42983.95,0.98,0.63,0.62,0.62,-0.53,0.53,935.88,87.93,1023.81
25-Nov-22,Friday,43192.45,43339.15,42864.95,42983.95,43075.4,1.11,0.44,-0.48,0.48,0.27,0.27,369.08,-295.92,73.16
24-Nov-22,Thursday,42838.35,43163.4,42769.65,43075.4,42729.1,0.92,0.60,0.55,0.55,0.26,0.26,1231.98,-235.66,996.32
23-Nov-22,Wednesday,42668.55,42860.55,42556.4,42729.1,42457.05,0.71,0.20,0.14,0.14,0.50,0.50,-789.86,413.75,-376.11
22-Nov-22,Tuesday,42467.4,42508.75,42347.15,42457.05,42346.55,0.38,0.06,-0.02,0.02,0.29,0.29,-697.83,636.39,-61.44
21-Nov-22,Monday,42286.95,42386.8,42202.55,42346.55,42437.45,0.44,0.32,0.14,0.14,-0.35,0.35,-1593.83,1262.91,-330.92
18-Nov-22,Friday,42545.75,42590.75,42223.7,42437.45,42458.05,0.87,0.30,-0.25,0.25,0.21,0.21,-751.2,890.45,139.25
17-Nov-22,Thursday,42399.65,42622.75,42366.55,42458.05,42535.3,0.60,0.23,0.14,0.14,-0.32,0.32,618.37,449.22,1067.59
16-Nov-22,Wednesday,42371.8,42611.75,42296.3,42535.3,42372.7,0.75,0.52,0.39,0.39,0.00,0.00,-386,1437.4,1051.4
15-Nov-22,Tuesday,42234.85,42450.05,42079.55,42372.7,42076.75,0.88,0.37,0.33,0.33,0.38,0.38,-221.4,-549.3,-770.7
14-Nov-22,Monday,42177.55,42231.45,41965.45,42076.75,42137.05,0.63,0.38,-0.24,0.24,0.10,0.10,1089.4,47.2,1136.6
11-Nov-22,Friday,42163.4,42345.5,41918.1,42137.05,41603.75,1.02,0.06,-0.06,0.06,1.35,1.35,3958.2,615.5,4573.7
10-Nov-22,Thursday,41462.85,41643.9,41318.6,41603.75,41783.2,0.79,0.43,0.34,0.34,-0.77,0.77,36.1,-967.2,-931.1
09-Nov-22,Wednesday,41914.85,41948.9,41667.9,41783.2,41686.7,0.67,0.47,-0.31,0.31,0.55,0.55,386.9,-1060.2,-673.3
07-Nov-22,Monday,41740.65,41779.4,41337.05,41686.7,41258.45,1.07,0.12,-0.13,0.13,1.17,1.17,1948.5,-844.2,1104.3
04-Nov-22,Friday,41314.85,41516.2,41051.15,41258.45,41298.35,1.13,0.12,-0.14,0.14,0.04,0.04,1436.3,-548.6,887.7
03-Nov-22,Thursday,40873.7,41478,40819.15,41298.35,41146.65,1.61,0.64,1.04,1.04,-0.66,0.66,677.6,-732.1,-54.5
02-Nov-22,Wednesday,41472.6,41474.3,41060.45,41146.65,41289.55,1.01,0.79,-0.79,0.79,0.44,0.44,1436.2,-1378.1,58.1
01-Nov-22,Tuesday,41552.4,41677.25,41188.55,41289.55,41307.9,1.19,0.54,-0.63,0.63,0.59,0.59,2609.9,-730.2,1879.7
31-Oct-22,Monday,41265.7,41353.7,41106.1,41307.9,40990.85,0.60,0.17,0.10,0.10,0.67,0.67,4178.6,-1107.1,3071.5
28-Oct-22,Friday,41236.8,41482.4,40839.3,40990.85,41299.3,1.57,0.38,-0.60,0.60,-0.15,0.15,1568.8,-613.40,955.40
27-Oct-22,Thursday,41440.7,41511.8,41178.65,41299.3,41122.75,0.81,0.42,-0.34,0.34,0.77,0.77,2818.4,"-1,580.10","1,238.30"
25-Oct-22,Tuesday,41513.65,41530.65,41021.45,41122.75,41304.9,1.24,0.77,-0.94,0.94,0.51,0.51,-247,872.9,625.9
24-Oct-22,Monday,41348.35,41427.25,41201.15,41304.9,40784.05,0.55,0.19,-0.11,0.11,1.38,1.38,-153.89,80.12,-73.77
21-Oct-22,Friday,40370.75,41032.25,40355.45,40784.05,40099.55,1.68,0.61,1.02,1.02,0.68,0.68,438.9,-119.1,319.8
20-Oct-22,Thursday,40149.5,40208.35,39848.85,40099.55,40373.2,0.90,0.14,-0.12,0.12,-0.55,0.55,1864.8,-886.8,978
19-Oct-22,Wednesday,40556.65,40643.6,40195.2,40373.2,40318.75,1.12,0.41,-0.45,0.45,0.59,0.59,-454,908.4,454.4
18-Oct-22,Tuesday,40252.05,40435.35,40139.85,40318.75,39920.45,0.74,0.23,0.17,0.17,0.83,0.83,-153.4,2084.8,1931.4
17-Oct-22,Monday,39295.6,39974.7,39146.7,39920.45,39305.6,2.12,0.75,1.59,1.59,-0.03,0.03,-372,1582.3,1210.3
14-Oct-22,Friday,39446.05,39570.85,39196.3,39305.6,38624,0.96,0.37,-0.36,0.36,2.13,2.13,-1011.3,1624.1,612.8
13-Oct-22,Thursday,38957.65,39061.3,38437.95,38624,39118.55,1.62,0.54,-0.86,0.86,-0.41,0.41,-1636.4,753.3,-883.1
12-Oct-22,Wednesday,38784.2,39164.1,38606.4,39118.55,38712.45,1.44,0.60,0.86,0.86,0.19,0.19,-542.4,85.3,-457.1
11-Oct-22,Tuesday,39058.85,39174.95,38622.75,38712.45,39093.1,1.43,0.63,-0.89,0.89,-0.09,0.09,-4612.7,2430.8,-2181.9
10-Oct-22,Monday,38641.55,39315.7,38518.3,39093.1,39178.05,2.07,0.57,1.17,1.17,-1.37,1.37,-2139,2137.4,-1.6
07-Oct-22,Friday,39093.5,39235.05,38807.5,39178.05,39282.85,1.10,0.20,0.22,0.22,-0.48,0.48,-2250.8,545.2,-1705.6
06-Oct-22,Thursday,39343.7,39608.35,39232.9,39282.85,39110.05,0.96,0.16,-0.15,0.15,0.60,0.60,279,-43.9,235.1
04-Oct-22,Tuesday,38700.4,39177.5,38596.9,39110.05,38029.65,1.50,0.71,1.06,1.06,1.76,1.76,1344.6,945.9,2290.5
03-Oct-22,Monday,38444.9,38641.6,37963.25,38029.65,38631.95,1.79,0.61,-1.08,1.08,-0.48,0.48,590.6,-423.2,167.4
30-Sep-22,Friday,37660,38811,37386.35,38631.95,37647.75,3.81,0.68,2.58,2.58,0.03,0.03,-1565.3,3245.4,1680.1
29-Sep-22,Thursday,38092.85,38283.4,37536.65,37647.75,37759.85,1.99,0.60,-1.17,1.17,0.88,0.88,-3599.4,3161.7,-437.7
28-Sep-22,Wednesday,38081.25,38368.8,37626.2,37759.85,38359.15,1.97,0.43,-0.84,0.84,-0.72,0.72,-2772.5,2544.2,-228.3
27-Sep-22,Tuesday,38811.7,39050.5,38184.9,38359.15,38616.25,2.27,0.52,-1.17,1.17,0.51,0.51,-2824,3504.8,680.8
26-Sep-22,Monday,39027.85,39229.4,38492.2,38616.25,39546.25,1.92,0.56,-1.05,1.05,-1.31,1.31,-5101.3,3532.2,-1569.1
23-Sep-22,Friday,40429.35,40528.4,39412.7,39546.25,40630.6,2.83,0.79,-2.18,2.18,-0.50,0.50,-2899.7,299.1,-2600.6
22-Sep-22,Thursday,40889.05,41159.2,40360.2,40630.6,41203.45,1.98,0.32,-0.63,0.63,-0.76,0.76,-2509.6,263.1,-2246.5
21-Sep-22,Wednesday,41282.6,41501.7,40889.15,41203.45,41468.3,1.50,0.13,-0.19,0.19,-0.45,0.45,-461,538.5,77.5
20-Sep-22,Tuesday,41304.15,41677.65,41207.3,41468.3,40904.4,1.14,0.35,0.40,0.40,0.98,0.98,1196.2,131.9,1328.1
19-Sep-22,Monday,40685.6,41184.25,40509.9,40904.4,40776.8,1.66,0.32,0.54,0.54,-0.22,0.22,312.3,-94.7,217.6
16-Sep-22,Friday,40977.2,41162.5,40502.05,40776.8,41209.2,1.63,0.30,-0.49,0.49,-0.56,0.56,-3260,-36.6,-3296.6
15-Sep-22,Thursday,41533.7,41840.15,41153.5,41209.2,41405.4,1.67,0.47,-0.78,0.78,0.31,0.31,-1270.7,-928.9,-2199.6
14-Sep-22,Wednesday,40308.8,41626.9,40288.9,41405.4,40873.1,3.32,0.82,2.72,2.72,-1.38,1.38,-1397.5,187.6,-1209.9
13-Sep-22,Tuesday,40802.1,40904.3,40693.95,40873.1,40574,0.52,0.34,0.17,0.17,0.56,0.56,1957,-1268.4,688.6
12-Sep-22,Monday,40540.45,40684.9,40377.9,40574,40415.7,0.76,0.11,0.08,0.08,0.31,0.31,2049.6,-890.5,1159.1
09-Sep-22,Friday,40520.75,40685.95,40280.3,40415.7,40208.95,1.01,0.26,-0.26,0.26,0.78,0.78,2132.4,-1167.6,964.8
08-Sep-22,Thursday,39763.9,40265.75,39706.4,40208.95,39455.9,1.41,0.80,1.12,1.12,0.78,0.78,2913.1,-212.6,2700.5
07-Sep-22,Wednesday,39337.75,39572.05,39258.25,39455.9,39666.5,0.80,0.38,0.30,0.30,-0.83,0.83,758.4,-138.7,619.7
06-Sep-22,Tuesday,39892.95,40073.75,39564.3,39666.5,39805.75,1.29,0.44,-0.57,0.57,0.22,0.22,1144.5,633,1777.5
05-Sep-22,Monday,39412.05,39865.2,39407.4,39805.75,39421,1.16,0.86,1.00,1.00,-0.02,0.02,-811.8,533.8,-278
02-Sep-22,Friday,39422.3,39595.85,39200.45,39421,39301.25,1.01,0.00,0.00,0.00,0.31,0.31,-8.8,-668.7,-677.5
01-Sep-22,Thursday,38806.7,39667.65,38803.3,39301.25,39536.75,2.23,0.57,1.27,1.27,-1.85,1.85,-2290.3,951.1,-1339.2
30-Aug-22,Tuesday,38516.95,39606.55,38472.7,39536.75,38276.7,2.95,0.90,2.65,2.65,0.63,0.63,4165.9,-656.7,3509.2
29-Aug-22,Monday,38111.6,38397.1,37943.85,38276.7,38987.15,1.19,0.36,0.43,0.43,-2.25,2.25,-561.2,144.1,-417.1
26-Aug-22,Friday,39129.65,39337.1,38846.8,38987.15,38950.75,1.26,0.29,-0.36,0.36,0.46,0.46,-51.1,453.6,402.5
25-Aug-22,Thursday,39190.05,39471.75,38803.7,38950.75,39038.5,1.72,0.36,-0.61,0.61,0.39,0.39,369.1,-334.3,34.8
24-Aug-22,Wednesday,38552.7,39120.8,38552.2,39038.5,38697.65,1.47,0.85,1.26,1.26,-0.37,0.37,23.2,-322.3,-299.1
23-Aug-22,Tuesday,37955.45,38869.9,37950.85,38697.65,38297.75,2.42,0.81,1.96,1.96,-0.89,0.89,563,-215.2,347.8
22-Aug-22,Monday,38693.65,38732.85,38247.25,38297.75,38985.95,1.27,0.82,-1.02,1.02,-0.75,0.75,-453.8,-85.1,-538.9
19-Aug-22,Friday,39732.65,39759.15,38848.4,38985.95,39656.15,2.34,0.82,-1.88,1.88,0.19,0.19,1110.9,-1633.2,-522.3
18-Aug-22,Thursday,39324.4,39703.7,39291.15,39656.15,39461.7,1.05,0.80,0.84,0.84,-0.35,0.35,-1706,470.8,-1235.2
