Date,Day,O,H,L,C,PC,HL,BR,CO,AbsCO,Gap,AbsGap,FII,DII,Net
16-Apr-21,Friday,32161.45,32325.15,31911.9,31977.45,32112.85,1.29,0.45,-0.57,0.57,0.15,0.15,437.51,657.55,1095.06
15-Apr-21,Thursday,31929.1,32187.05,31406.4,32112.85,31771.6,2.49,0.24,0.58,0.58,0.50,0.50,979.7,-526.63,453.07
13-Apr-21,Tuesday,30901.8,31885.45,30722.85,31771.6,30792,3.78,0.75,2.81,2.81,0.36,0.36,-730.81,243.8,-487.01
12-Apr-21,Monday,31637.9,31698.05,30520.3,30792,32448.05,3.86,0.72,-2.67,2.67,-2.50,2.50,"-1,746.43",232.76,"-1,513.67"
9-Apr-21,Friday,32636.9,32972.15,32329.95,32448.05,32782.85,1.99,0.29,-0.58,0.58,-0.45,0.45,-653.5,-271.3,-924.8
8-Apr-21,Thursday,33154.2,33306.8,32704.75,32782.85,32991.2,1.84,0.62,-1.12,1.12,0.49,0.49,110.85,552.78,663.63
7-Apr-21,Wednesday,32529.7,33191.7,32141.55,32991.2,32501.35,3.27,0.44,1.42,1.42,0.09,0.09,227.42,381.08,608.5
6-Apr-21,Tuesday,32915.65,33007.65,32338.4,32501.35,32678.85,2.07,0.62,-1.26,1.26,0.72,0.72,"-1,092.75",416.59,-676.16
5-Apr-21,Monday,33649.15,33697.75,32330.15,32678.85,33858,4.23,0.71,-2.88,2.88,-0.62,0.62,-931.66,75.48,-856.18
1-Apr-21,Thursday,33588,33949.15,33208.75,33858,33303.9,2.23,0.36,0.80,0.80,0.85,0.85,149.41,-296.84,-147.43
31-Mar-21,Wednesday,33764.8,33773.1,33151.8,33303.9,33875.1,1.87,0.74,-1.37,1.37,-0.33,0.33,"-1,685.91","2,081.52",395.61
30-Mar-21,Tuesday,33615.9,33990.8,33564.55,33875.1,33318.2,1.27,0.61,0.77,0.77,0.89,0.89,769.47,"2,181.01","2,950.48"
26-Mar-21,Friday,33605.05,33610.65,33166.1,33318.2,33006.45,1.34,0.65,-0.85,0.85,1.81,1.81,-50.13,"1,703.14","1,653.01"
25-Mar-21,Thursday,33420.75,33550.15,32415.25,33006.45,33293.25,3.50,0.37,-1.24,1.24,0.38,0.38,"-3,383.60","2,267.69","-1,115.91"
24-Mar-21,Wednesday,33894.7,33970.65,33203.4,33293.25,34184.4,2.31,0.78,-1.77,1.77,-0.85,0.85,"-1,951.90",612.8,"-1,339.10"
23-Mar-21,Tuesday,33747.95,34360.05,33622,34184.4,33603.45,2.20,0.59,1.29,1.29,0.43,0.43,-108.24,-529.69,-637.93
22-Mar-21,Monday,34088.4,34148.9,33389.15,33603.45,34161.6,2.28,0.64,-1.42,1.42,-0.21,0.21,-786.98,542.7,-244.28
19-Mar-21,Friday,33590.4,34355.4,33361,34161.6,33856.8,2.98,0.57,1.70,1.70,-0.79,0.79,"1,418.43",559.62,"1,978.05"
18-Mar-21,Thursday,34577.5,34759.85,33597.55,33856.8,34229.25,3.46,0.62,-2.08,2.08,1.02,1.02,"1,258.47","-1,116.17",142.30
17-Mar-21,Wednesday,34905.05,35100.5,34126.85,34229.25,34804.6,2.85,0.69,-1.94,1.94,0.29,0.29,"2,625.82",-562.15,"2,063.67"
16-Mar-21,Tuesday,35352,35405.05,34744.6,34804.6,35182.55,1.90,0.83,-1.55,1.55,0.48,0.48,"1,692.31","-1,168.59",523.72
15-Mar-21,Monday,35544.25,35544.25,34430.65,35182.55,35496.65,3.23,0.32,-1.02,1.02,0.13,0.13,"-1,101.35",-749.71,"-1,851.06"
12-Mar-21,Friday,36497.35,36497.35,35188.05,35496.65,35938.3,3.72,0.76,-2.74,2.74,1.56,1.56,-942.6,-163.87,-1106.47
10-Mar-21,Wednesday,36112.25,36176.9,35764.35,35938.3,35865.65,1.15,0.42,-0.48,0.48,0.69,0.69,-15.69,447.67,431.98
9-Mar-21,Tuesday,35705.9,36077.8,35544.95,35865.65,35275.75,1.50,0.30,0.45,0.45,1.22,1.22,"2,801.87","1,250.22","4,052.09"
8-Mar-21,Monday,35462.45,35827.3,35090.75,35275.75,35228.15,2.10,0.25,-0.53,0.53,0.67,0.67,"-1,494.49",483.62,"-1,010.87"
5-Mar-21,Friday,35458.5,35616.05,34893.25,35228.15,35802.5,2.07,0.32,-0.65,0.65,-0.96,0.96,"-2,014.16","-1,191.19","-3,205.35"
4-Mar-21,Thursday,35575.65,36316.4,35519.25,35802.5,36368.05,2.24,0.28,0.64,0.64,-2.18,2.18,-223.11,-788.19,-1011.3
3-Mar-21,Wednesday,35754.45,36455.15,35570.55,36368.05,35419.7,2.49,0.69,1.72,1.72,0.95,0.95,"2,088.70",392.91,"2,481.61"
2-Mar-21,Tuesday,35458.15,35747.05,35002.45,35419.7,35296,2.13,0.05,-0.11,0.11,0.46,0.46,"2,223.16",-854.04,"1,369.12"
1-Mar-21,Monday,35374.25,35581.1,34983.75,35296,34803.6,1.71,0.13,-0.22,0.22,1.64,1.64,125.15,-194.88,-69.73
26-Feb-21,Friday,35806.65,35902.9,34658.7,34803.6,36549,3.59,0.81,-2.80,2.80,-2.03,2.03,"-8,295.17","1,499.70","-6,795.47"
25-Feb-21,Thursday,36763.15,37232.2,36494,36549,36452.3,2.02,0.29,-0.58,0.58,0.85,0.85,188.08,-746.57,-558.49
24-Feb-21,Wednesday,35205.4,36567.65,35060.65,36452.3,35116.95,4.30,0.83,3.54,3.54,0.25,0.25,"28,739.17",230.44,"28,969.61"
23-Feb-21,Tuesday,35540.55,35680.85,34976,35116.95,35257.2,2.02,0.60,-1.19,1.19,0.80,0.80,"-1,569.04",216.67,"-1,352.37"
22-Feb-21,Monday,35874.3,36128.9,35097.55,35257.2,35841.6,2.94,0.60,-1.72,1.72,0.09,0.09,-893.25,-919.88,-1813.13
19-Feb-21,Friday,36371.55,36656.2,35584.6,35841.6,36587,3.01,0.49,-1.46,1.46,-0.59,0.59,118.75,"-1,174.98","-1,056.23"
18-Feb-21,Thursday,37088.75,37108.75,36367.45,36587,36910.95,2.04,0.68,-1.35,1.35,0.48,0.48,903.07,"-1,217.34",-314.27
17-Feb-21,Wednesday,37041.95,37331.45,36764.25,36910.95,37098.4,1.54,0.23,-0.35,0.35,-0.15,0.15,"1,008.20","-1,283.38",-275.18
16-Feb-21,Tuesday,37492.6,37708.75,36762.75,37098.4,37306.25,2.57,0.42,-1.05,1.05,0.50,0.50,"1,144.09","-1,559.53",-415.44
15-Feb-21,Monday,36501.4,37449.9,36405.1,37306.25,36108.9,2.87,0.77,2.20,2.20,1.09,1.09,"1,234.15","-1,048.55",185.60
12-Feb-21,Friday,35736.6,36322.8,35700.25,36108.9,35752.1,1.74,0.60,1.04,1.04,-0.04,0.04,-37.33,-597.62,-634.95
11-Feb-21,Thursday,35687.25,36009.45,35573.3,35752.1,35783.1,1.23,0.15,0.18,0.18,-0.27,0.27,944.36,-707.68,236.68
10-Feb-21,Wednesday,36042.35,36227.2,35428.15,35783.1,36056.5,2.26,0.32,-0.72,0.72,-0.04,0.04,"1,786.97","-2,075.68",-288.71
9-Feb-21,Tuesday,36058.8,36477.15,35636.85,36056.5,35983.65,2.36,0.00,-0.01,0.01,0.21,0.21,"1,300.65","-1,756.24",-455.59
8-Feb-21,Monday,36073.85,36466.45,35872.25,35983.65,35654.5,1.66,0.15,-0.25,0.25,1.18,1.18,"1,876.60",-504.86,"1,371.74"
5-Feb-21,Friday,35634.95,36615.2,35545,35654.5,35344.8,3.01,0.02,0.05,0.05,0.82,0.82,"1,461.71","-1,418.65",43.06
4-Feb-21,Thursday,34548.9,35413.15,34238.9,35344.8,34758.45,3.43,0.68,2.30,2.30,-0.60,0.60,"1,936.74",-768.55,"1,168.19"
3-Feb-21,Wednesday,34555.6,34908.05,34011.9,34758.45,34267.9,2.63,0.23,0.59,0.59,0.84,0.84,"2,520.92",-399.74,"2,121.18"
2-Feb-21,Tuesday,33589.05,34652.5,33583.15,34267.9,33089.05,3.18,0.63,2.02,2.02,1.51,1.51,"6,181.56","-2,035.20","4,146.36"
1-Feb-21,Monday,30976.35,33305.3,30906.45,33089.05,30565.5,7.76,0.88,6.82,6.82,1.34,1.34,"1,494.23",-90.46,"1,403.77"
29-Jan-21,Friday,30700.65,31111.95,30254.55,30565.5,30358.3,2.83,0.16,-0.44,0.44,1.13,1.13,"-5,930.66","2,443.20","-3,487.46"
28-Jan-21,Thursday,29812.3,30464.4,29687.7,30358.3,30284.55,2.62,0.70,1.83,1.83,-1.56,1.56,"-3,712.51","1,736.92","-1,975.59"
27-Jan-21,Wednesday,31236.25,31287.05,30165.65,30284.55,31198.4,3.72,0.85,-3.05,3.05,0.12,0.12,"-1,688.22",-3.38,"-1,691.60"
25-Jan-21,Monday,31507.15,31697.55,31013.65,31198.4,31167.25,2.21,0.45,-0.98,0.98,1.09,1.09,-765.3,-387.76,-1153.06
22-Jan-21,Friday,32088,32131.4,31119.9,31167.25,32186.9,3.25,0.91,-2.87,2.87,-0.31,0.31,-635.69,"-1,290.35","-1,926.04"
21-Jan-21,Thursday,32732.8,32842.3,31985.55,32186.9,32543.7,2.68,0.64,-1.67,1.67,0.58,0.58,"1,614.66","-1,039.48",575.18
20-Jan-21,Wednesday,32388.95,32607.45,32322.9,32543.7,32424.85,0.88,0.54,0.48,0.48,-0.11,0.11,"2,289.05",-864.62,"1,424.43"
19-Jan-21,Tuesday,32082.9,32464.95,31863.95,32424.85,31811.75,1.89,0.57,1.07,1.07,0.85,0.85,257.55,-199.3,58.25
18-Jan-21,Monday,32275.15,32441.5,31650.9,31811.75,32246.8,2.50,0.59,-1.44,1.44,0.09,0.09,650.6,-42.51,608.09
15-Jan-21,Friday,32508.9,32544.8,32044.35,32246.8,32519.75,1.56,0.52,-0.81,0.81,-0.03,0.03,971.06,-942.07,28.99
14-Jan-21,Thursday,32526.7,32718.95,32442.35,32519.75,32574.65,0.85,0.03,-0.02,0.02,-0.15,0.15,"1,076.62",-188.1,888.52
13-Jan-21,Wednesday,32546.6,32683.5,32148.25,32574.65,32339,1.66,0.05,0.09,0.09,0.64,0.64,"1,879.06","-2,370.17",-491.11
12-Jan-21,Tuesday,31835.05,32397.95,31725.85,32339,31998.9,2.12,0.75,1.58,1.58,-0.51,0.51,571.47,"-1,334.50",-763.03
11-Jan-21,Monday,32280.3,32288.45,31836.95,31998.9,32084.2,1.42,0.62,-0.87,0.87,0.61,0.61,"3,138.90","-2,610.13",528.77
8-Jan-21,Friday,32298.05,32298.05,32002.95,32084.2,31956,0.92,0.72,-0.66,0.66,1.07,1.07,"6,029.83","-2,372.54","3,657.29"
7-Jan-21,Thursday,32129.8,32177.4,31911.5,31956,31797.9,0.83,0.65,-0.54,0.54,1.04,1.04,382.3,-989.5,-607.2
6-Jan-21,Wednesday,31839.95,31982.3,31548.15,31797.9,31722.25,1.38,0.10,-0.13,0.13,0.37,0.37,-483.64,-380.41,-864.05
5-Jan-21,Tuesday,31041.1,31767.65,30935.55,31722.25,31212.45,2.69,0.82,2.19,2.19,-0.55,0.55,986.3,-490.03,496.27
4-Jan-21,Monday,31485.15,31489.6,30893.65,31212.45,31225.85,1.93,0.46,-0.87,0.87,0.83,0.83,"1,843.22",-715.21,"1,128.01"
1-Jan-21,Friday,31297.3,31384.35,31188.25,31225.85,31264.05,0.63,0.36,-0.23,0.23,0.11,0.11,506.21,69.4,575.61
31-Dec-20,Thursday,31295.9,31409.5,31088.1,31264.05,31303.05,1.03,0.10,-0.10,0.10,-0.02,0.02,"1,135.59",-257.64,877.95
30-Dec-20,Wednesday,31479.8,31510.25,31007.15,31303.05,31322.5,1.62,0.35,-0.56,0.56,0.50,0.50,"1,824.52",-587.43,"1,237.09"
29-Dec-20,Tuesday,31006.9,31359.35,31002.6,31322.5,30880.95,1.15,0.88,1.02,1.02,0.41,0.41,"2,349.53","-2,010.50",339.03
28-Dec-20,Monday,30558.85,30929.05,30538.15,30880.95,30402.2,1.28,0.82,1.05,1.05,0.52,0.52,"1,588.93","-1,386.55",202.38
24-Dec-20,Thursday,30071.65,30545.85,30007.8,30402.2,29883.3,1.79,0.61,1.10,1.10,0.63,0.63,"1,225.69","-1,897.92",-672.23
23-Dec-20,Wednesday,29560.75,29941.4,29446,29883.3,29625.95,1.68,0.65,1.09,1.09,-0.22,0.22,536.13,"-1,326.92",-790.79
22-Dec-20,Tuesday,29607.5,29711.15,28976.75,29625.95,29456.45,2.53,0.03,0.06,0.06,0.51,0.51,"1,153.00",-661.51,491.49
21-Dec-20,Monday,30595.8,30607.5,29201.2,29456.45,30714.65,4.82,0.81,-3.72,3.72,-0.39,0.39,-323.55,486.12,162.57
18-Dec-20,Friday,30841.85,30854.05,30374.5,30714.65,30847.05,1.58,0.27,-0.41,0.41,-0.02,0.02,"2,720.95","-2,424.61",296.34
17-Dec-20,Thursday,30791.2,30945.2,30643.9,30847.05,30698.4,0.98,0.19,0.18,0.18,0.30,0.30,"2,355.25","-2,494.36",-139.11
16-Dec-20,Wednesday,30920.35,30932.25,30587.1,30698.4,30691.05,1.13,0.64,-0.72,0.72,0.75,0.75,"1,981.77","-1,718.45",263.32
15-Dec-20,Tuesday,30805.4,30805.85,30345.75,30691.05,30745.9,1.52,0.25,-0.37,0.37,0.19,0.19,"2,484.09","-2,666.79",-182.70
14-Dec-20,Monday,30735.15,30845.8,30624.25,30745.9,30604.85,0.72,0.05,0.03,0.03,0.43,0.43,"2,264.38","-1,721.11",543.27
11-Dec-20,Friday,30555.3,30811.8,30328.45,30604.85,30510.35,1.59,0.10,0.16,0.16,0.15,0.15,"4,195.43","-2,359.00","1,836.43"
10-Dec-20,Thursday,30545.35,30610,30202.1,30510.35,30709.4,1.35,0.09,-0.11,0.11,-0.53,0.53,"2,259.98","-2,275.22",-15.24
9-Dec-20,Wednesday,30335.05,30807.25,30326.7,30709.4,30261.9,1.58,0.78,1.23,1.23,0.24,0.24,"3,564.23","-2,493.10","1,071.13"
8-Dec-20,Tuesday,30300.3,30363.8,30025.2,30261.9,30211.55,1.13,0.11,-0.13,0.13,0.29,0.29,"2,909.60","-2,640.93",268.67
7-Dec-20,Monday,30062.6,30354.2,29950.6,30211.55,30052.4,1.35,0.37,0.50,0.50,0.03,0.03,"3,792.06","-2,767.09","1,024.97"
4-Dec-20,Friday,29573.4,30162.3,29473.5,30052.4,29448.75,2.34,0.70,1.62,1.62,0.42,0.42,"2,969.59","-1,971.60",997.99
3-Dec-20,Thursday,29728.9,29813,29379.4,29448.75,29463.15,1.48,0.65,-0.94,0.94,0.90,0.90,"3,637.42","-1,439.74","2,197.68"
2-Dec-20,Wednesday,29876.7,29886.25,29149.9,29463.15,29817.85,2.53,0.56,-1.38,1.38,0.20,0.20,357.35,"-1,635.97","-1,278.62"
1-Dec-20,Tuesday,29844.8,29919.75,29511,29817.85,29609.05,1.39,0.07,-0.09,0.09,0.80,0.80,"3,242.00","-1,043.21","2,198.79"
27-Nov-20,Friday,29622,29716.85,29368.7,29609.05,29549.75,1.19,0.04,-0.04,0.04,0.24,0.24,"7,712.98","-4,968.90","2,744.08"
26-Nov-20,Thursday,29370.4,29623,28923.1,29549.75,29196.4,2.42,0.26,0.61,0.61,0.60,0.60,"2,027.31","-3,400.10","-1,372.79"
25-Nov-20,Wednesday,30021.9,30197.85,29132.3,29196.4,29737.25,3.66,0.77,-2.75,2.75,0.96,0.96,24.2,"-1,840.33","-1,816.13"
24-Nov-20,Tuesday,29265.6,29827.8,29206.75,29737.25,29024.2,2.13,0.76,1.61,1.61,0.83,0.83,"4,563.18","-2,522.11","2,041.07"
23-Nov-20,Monday,29432.8,29492.3,28852.9,29024.2,29236,2.22,0.64,-1.39,1.39,0.67,0.67,"4,738.44","-2,944.05","1,794.39"
20-Nov-20,Friday,28935.75,29406.7,28580.9,29236,28903.05,2.89,0.36,1.04,1.04,0.11,0.11,"3,860.78","-2,868.66",992.12
19-Nov-20,Thursday,29302.6,29627.2,28819.55,28903.05,29749.85,2.80,0.49,-1.36,1.36,-1.50,1.50,"1,180.61","-2,854.94","-1,674.33"
18-Nov-20,Wednesday,29107.9,29784.75,29056.75,29749.85,29181.3,2.51,0.88,2.21,2.21,-0.25,0.25,"3,071.93","-2,789.85",282.08
17-Nov-20,Tuesday,28792.25,29239.25,28722.9,29181.3,28594.3,1.80,0.75,1.35,1.35,0.69,0.69,"4,905.35","-3,829.16","1,076.19"
13-Nov-20,Friday,28108.7,28520.55,27703.3,28465.7,28278.8,2.95,0.44,1.27,1.27,-0.60,0.60,"1,935.92","-2,462.42",-526.50
12-Nov-20,Thursday,28633.75,28672.9,28066.05,28278.8,28845,2.16,0.58,-1.24,1.24,-0.73,0.73,"1,514.12","-2,239.43",-725.31
11-Nov-20,Wednesday,28713.15,29030.9,28211.1,28845,28606,2.91,0.16,0.46,0.46,0.37,0.37,"6,207.19","-3,463.86","2,743.33"
10-Nov-20,Tuesday,28039.45,28802.5,27916.9,28606,27534.1,3.17,0.64,2.02,2.02,1.84,1.84,"5,627.32","-2,309.19","3,318.13"
9-Nov-20,Monday,27088.95,27595,27068.95,27534.1,26798.95,1.94,0.85,1.64,1.64,1.08,1.08,"4,548.39","-3,036.31","1,512.08"
6-Nov-20,Friday,26274.1,26853.45,26135.3,26798.95,26313.1,2.75,0.73,2.00,2.00,-0.15,0.15,"4,869.87","-2,938.66","1,931.21"
5-Nov-20,Thursday,26174.8,26375.2,26000.05,26313.1,25771.6,1.44,0.37,0.53,0.53,1.56,1.56,"5,368.31","-2,208.18","3,160.13"
4-Nov-20,Wednesday,25539.55,25891,25142,25771.6,25682.8,2.98,0.31,0.91,0.91,-0.56,0.56,146.22,-8.13,138.09
3-Nov-20,Tuesday,25108,25760.7,25085.7,25682.8,24892.5,2.69,0.85,2.29,2.29,0.87,0.87,"2,274.40","-1,100.92","1,173.48"
2-Nov-20,Monday,24367.6,25139,24120.6,24892.5,23900.9,4.22,0.52,2.15,2.15,1.95,1.95,740.61,-533.97,206.64
30-Oct-20,Friday,24090.15,24277.35,23612.7,23900.9,24092,2.81,0.28,-0.79,0.79,-0.01,0.01,-870.88,631.11,-239.77
29-Oct-20,Thursday,24063.5,24339.1,23822.05,24092,24232.5,2.17,0.06,0.12,0.12,-0.70,0.70,-420.95,-253.41,-674.36
28-Oct-20,Wednesday,24737.85,24780.7,24057.95,24232.5,24769.5,3.00,0.70,-2.04,2.04,-0.13,0.13,"-1,130.98",1.48,"-1,129.50"
27-Oct-20,Tuesday,24288.05,24809.65,23924.2,24769.5,24075.45,3.70,0.54,1.98,1.98,0.88,0.88,"3,514.89","-1,570.80","1,944.09"
26-Oct-20,Monday,24525.8,24577.3,23867.75,24075.45,24478.3,2.97,0.63,-1.84,1.84,0.19,0.19,-119.42,-979.16,-1098.58
23-Oct-20,Friday,24669.2,24764.15,24360.85,24478.3,24484.15,1.66,0.47,-0.77,0.77,0.76,0.76,906.93,-891.86,15.07
22-Oct-20,Thursday,24447.35,24691.15,24250.2,24484.15,24635.05,1.82,0.08,0.15,0.15,-0.76,0.76,"1,118.46","-2,019.87",-901.41
21-Oct-20,Wednesday,24444.2,24823.6,24099.85,24635.05,24311.8,3.00,0.26,0.78,0.78,0.54,0.54,"2,108.48","-1,633.53",474.95
20-Oct-20,Tuesday,24117.35,24410.9,24039.85,24311.8,24266.75,1.54,0.52,0.81,0.81,-0.62,0.62,"1,585.07","-1,633.23",-48.16
19-Oct-20,Monday,23902.9,24320.95,23754.85,24266.75,23533.25,2.38,0.64,1.52,1.52,1.57,1.57,"1,656.78","-1,621.73",35.05
16-Oct-20,Friday,23219.85,23646.2,23148.95,23533.25,23072.4,2.15,0.63,1.35,1.35,0.64,0.64,-479.59,-429.81,-909.4
15-Oct-20,Thursday,23920.35,24087.85,22970.95,23072.4,23874.65,4.86,0.76,-3.54,3.54,0.19,0.19,-604.07,-808.29,-1412.36
14-Oct-20,Wednesday,23353.15,23962.7,23149.45,23874.65,23492.2,3.51,0.64,2.23,2.23,-0.59,0.59,821.86,"-1,276.14",-454.28
13-Oct-20,Tuesday,23663.05,23775.15,23431.5,23492.2,23712.8,1.47,0.50,-0.72,0.72,-0.21,0.21,832.14,"-1,674.46",-842.32
12-Oct-20,Monday,23955.6,24190.35,23552.6,23712.8,23846.8,2.71,0.38,-1.01,1.01,0.46,0.46,615.17,"-1,028.77",-413.60
9-Oct-20,Friday,23312.6,23904.1,23132.45,23846.8,23191.35,3.34,0.69,2.29,2.29,0.52,0.52,-39.39,126.61,87.22
8-Oct-20,Thursday,23150.25,23450.9,23063.6,23191.35,22964.8,1.68,0.11,0.18,0.18,0.81,0.81,978.37,19.85,998.22
7-Oct-20,Wednesday,22836.95,23036.2,22607.8,22964.8,22853.7,1.89,0.30,0.56,0.56,-0.07,0.07,"1,093.81","-1,129.49",-35.68
6-Oct-20,Tuesday,22673.05,22893.5,22521.05,22853.7,22370.95,1.65,0.49,0.80,0.80,1.35,1.35,"1,101.76",-934.84,166.92
5-Oct-20,Monday,22352.1,22768.55,22247.25,22370.95,22246,2.34,0.04,0.08,0.08,0.48,0.48,236.71,-471.56,-234.85
1-Oct-20,Thursday,21685.25,22293.75,21664.15,22246,21451.8,2.91,0.89,2.59,2.59,1.09,1.09,"1,632.25",259.46,"1,891.71"
30-Sep-20,Wednesday,21405.25,21549.35,21128.5,21451.8,21411.3,1.99,0.11,0.22,0.22,-0.03,0.03,-712.48,409.47,-303.01
29-Sep-20,Tuesday,21770.9,21811.5,21280.6,21411.3,21665.5,2.49,0.68,-1.65,1.65,0.49,0.49,"-1,456.66",576.5,-880.16
28-Sep-20,Monday,21152.05,21708.85,21055.1,21665.5,20982.35,3.10,0.79,2.43,2.43,0.81,0.81,-26.98,542.34,515.36
25-Sep-20,Friday,20740.8,21064.3,20430.7,20982.35,20456.85,3.10,0.38,1.16,1.16,1.39,1.39,"-2,080.21","2,070.63",-9.58
24-Sep-20,Thursday,20898.8,20955.6,20404.9,20456.85,21178.5,2.70,0.80,-2.11,2.11,-1.32,1.32,"-1,885.69",188.64,"-1,697.05"
23-Sep-20,Wednesday,21350.8,21365.05,20821,21178.5,21139.1,2.61,0.32,-0.81,0.81,1.00,1.00,"-3,912.44","1,629.23","-2,283.21"
22-Sep-20,Tuesday,21445.25,21473.35,20958.45,21139.1,21366.8,2.46,0.59,-1.43,1.43,0.37,0.37,"-2,072.76",878.91,"-1,193.85"
21-Sep-20,Monday,21983.4,22098.85,21274.3,21366.8,22031.05,3.88,0.75,-2.80,2.80,-0.22,0.22,-539.81,-517.95,-1057.76
18-Sep-20,Friday,22439.35,22469.4,21784.9,22031.05,22320.35,3.14,0.60,-1.82,1.82,0.53,0.53,205.15,-100.83,104.32
17-Sep-20,Thursday,22352,22504.45,22267.05,22320.35,22573.55,1.07,0.13,-0.14,0.14,-0.98,0.98,-249.82,"-1,067.83","-1,317.65"
16-Sep-20,Wednesday,22476.3,22659.4,22216.5,22573.55,22465.65,1.99,0.22,0.43,0.43,0.05,0.05,264.66,-212.21,52.45
15-Sep-20,Tuesday,22202.8,22514.15,22062.35,22465.65,22101.25,2.05,0.58,1.18,1.18,0.46,0.46,"1,170.89",-895.63,275.26
14-Sep-20,Monday,22683.35,22757.3,22028.15,22101.25,22479.95,3.31,0.80,-2.57,2.57,0.90,0.90,298.22,-120.35,177.87
11-Sep-20,Friday,22509.95,22668.75,22205.95,22479.95,22466.2,2.08,0.06,-0.13,0.13,0.19,0.19,"1,175.81",-724.31,451.50
10-Sep-20,Thursday,22466.55,22678.65,22225.25,22466.2,22267,2.04,0.00,0.00,0.00,0.90,0.90,838.37,-317.3,521.07
9-Sep-20,Wednesday,22486.7,22554.6,22080.4,22267,22744.4,2.15,0.46,-0.98,0.98,-1.13,1.13,-959.09,-263.97,-1223.06
8-Sep-20,Tuesday,22971.2,23064.15,22641.4,22744.4,22945.05,1.87,0.54,-0.99,0.99,0.11,0.11,"-1,056.52",620.29,-436.23
7-Sep-20,Monday,23036.25,23109.1,22716.25,22945.05,23011.5,1.73,0.23,-0.40,0.40,0.11,0.11,-6.93,-815.82,-822.75
4-Sep-20,Friday,23119.15,23394.8,22876.9,23011.5,23530.85,2.26,0.21,-0.47,0.47,-1.75,1.75,"-1,888.78",-456.88,"-2,345.66"
3-Sep-20,Thursday,23986.15,24051.6,23451.65,23530.85,23874.55,2.56,0.76,-1.90,1.90,0.47,0.47,7.72,120.08,127.8
2-Sep-20,Wednesday,23769,23926.15,23482.55,23874.55,23812,1.89,0.24,0.44,0.44,-0.18,0.18,990.57,-657.48,333.09
1-Sep-20,Tuesday,23893.8,24199.65,23473.15,23812,23754.35,3.10,0.11,-0.34,0.34,0.59,0.59,486.09,-775.23,-289.14
31-Aug-20,Monday,25038.8,25232.6,23385.3,23754.35,24523.8,7.90,0.70,-5.13,5.13,2.10,2.10,"-3,395.49",680.88,"-2,714.61"
28-Aug-20,Friday,23635.3,24611.8,23599.2,24523.8,23600.35,4.29,0.88,3.76,3.76,0.15,0.15,"1,004.11",-543.56,460.55
27-Aug-20,Thursday,23511.45,23704.05,23464.15,23600.35,23414.2,1.02,0.37,0.38,0.38,0.42,0.42,"1,164.32",-809.27,355.05
26-Aug-20,Wednesday,23175.55,23453.4,23093.15,23414.2,23092.15,1.56,0.66,1.03,1.03,0.36,0.36,"1,581.31","-1,194.62",386.69
25-Aug-20,Tuesday,22973.4,23180.3,22857.9,23092.15,22833,1.41,0.37,0.52,0.52,0.61,0.61,"1,481.20",-172.97,"1,308.23"
24-Aug-20,Monday,22436.85,22897.5,22410.05,22833,22299.6,2.18,0.81,1.77,1.77,0.62,0.62,219.07,-335.64,-116.57
21-Aug-20,Friday,22190.7,22344.05,22165.05,22299.6,21999.45,0.81,0.61,0.49,0.49,0.87,0.87,410.16,-250.65,159.51
20-Aug-20,Thursday,21989.9,22079.9,21886.7,21999.45,22285.9,0.88,0.05,0.04,0.04,-1.33,1.33,-268.46,-672.23,-940.69
19-Aug-20,Wednesday,22315.4,22419.35,22234.25,22285.9,22170.6,0.83,0.16,-0.13,0.13,0.65,0.65,459.01,-97.13,361.88
18-Aug-20,Tuesday,21702,22227.75,21629.4,22170.6,21700.85,2.77,0.78,2.16,2.16,0.01,0.01,"1,134.57",-379.38,755.19
17-Aug-20,Monday,21906.95,21909.4,21403.15,21700.85,21679.4,2.37,0.41,-0.94,0.94,1.05,1.05,332.9,-717.62,-384.72
14-Aug-20,Friday,22334.95,22334.95,21459.1,21679.4,22196.35,4.08,0.75,-2.94,2.94,0.62,0.62,46.39,-797.08,-750.69
13-Aug-20,Thursday,22395.2,22439.95,22139.6,22196.35,22264,1.36,0.66,-0.89,0.89,0.59,0.59,416.28,-763.54,-347.26
12-Aug-20,Wednesday,22135.95,22326.55,21990.2,22264,22227.2,1.53,0.38,0.58,0.58,-0.41,0.41,351.15,-939.67,-588.52
11-Aug-20,Tuesday,22050.2,22277.6,22039.85,22227.2,21900.25,1.08,0.74,0.80,0.80,0.68,0.68,"1,013.66","-1,415.54",-401.88
10-Aug-20,Monday,21824.9,22071.95,21795.1,21900.25,21754,1.27,0.27,0.35,0.35,0.33,0.33,302.88,-504.92,-202.04
7-Aug-20,Friday,21620.25,21787.25,21451.3,21754,21642.6,1.57,0.40,0.62,0.62,-0.10,0.10,397.32,-438.62,-41.3
6-Aug-20,Thursday,21644.25,21926.55,21370.3,21642.6,21509.95,2.60,0.00,-0.01,0.01,0.62,0.62,637.43,-468,169.43
5-Aug-20,Wednesday,21686.85,21936.5,21448.4,21509.95,21490.5,2.28,0.36,-0.82,0.82,0.91,0.91,-60.18,-425.98,-486.16
4-Aug-20,Tuesday,21248.25,21576.35,21057.75,21490.5,21072.1,2.46,0.47,1.14,1.14,0.84,0.84,703.74,-665.69,38.05
